"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GBP2",1.07917200717903e-13,0.523628355960447,0.451,0.18,1.47997649064532e-09,"5","GBP2"
"GDI2",1.2051693658675e-13,0.595192432477464,0.605,0.285,1.65276926835069e-09,"5","GDI2"
"CSK",1.67442101042846e-13,0.521091570489203,0.488,0.202,2.29630097370159e-09,"5","CSK"
"CDKN2D",1.88135564613117e-13,0.395135679899896,0.488,0.204,2.58009113310429e-09,"5","CDKN2D"
"CLIC12",2.12745822599071e-13,0.501206443211812,0.914,0.628,2.91759621112366e-09,"5","CLIC1"
"REEP51",2.20771410804238e-13,0.842563352349656,0.543,0.244,3.02765912776932e-09,"5","REEP5"
"NOP101",2.35828708573729e-13,0.793465018697651,0.562,0.278,3.23415490938012e-09,"5","NOP10"
"M6PR",2.49896765733198e-13,0.685120929052794,0.475,0.206,3.42708424526507e-09,"5","M6PR"
"CECR11",3.16074745359343e-13,0.36110754578473,0.296,0.096,4.33464905785804e-09,"5","CECR1"
"SNAP23",3.19776121551737e-13,0.441024473086737,0.358,0.129,4.38540973096052e-09,"5","SNAP23"
"CYTIP1",3.86660871408469e-13,0.437950925111195,0.66,0.321,5.30266719049574e-09,"5","CYTIP"
"POMP",5.00997383968426e-13,0.415798133664729,0.383,0.142,6.87067812374299e-09,"5","POMP"
"SNX32",6.43818448232566e-13,0.403952385515076,0.809,0.444,8.82932619906141e-09,"5","SNX3"
"EIF4A11",6.60734502298286e-13,0.411938851225275,0.932,0.669,9.06131296451869e-09,"5","EIF4A1"
"SCO21",7.32172476251088e-13,0.509516650766155,0.333,0.12,1.00410133393074e-08,"5","SCO2"
"AKIRIN2",1.26004216124987e-12,0.341027548533781,0.333,0.116,1.72802181993807e-08,"5","AKIRIN2"
"SRA1",1.32578672094841e-12,0.273238449166806,0.284,0.093,1.81818390910865e-08,"5","SRA1"
"GNAI3",1.60866951976959e-12,0.442761400411226,0.352,0.13,2.20612937941201e-08,"5","GNAI3"
"ATP2B1",1.95183892709993e-12,0.440438229643811,0.272,0.089,2.67675190462485e-08,"5","ATP2B1"
"CTSD1",2.03347292675499e-12,0.414834634564313,0.519,0.224,2.7887047717518e-08,"5","CTSD"
"PTPN18",2.09316687394489e-12,0.453302083365445,0.346,0.129,2.87056905092802e-08,"5","PTPN18"
"NDUFA131",2.43555589761569e-12,0.640871005619632,0.741,0.443,3.34012135799016e-08,"5","NDUFA13"
"KLF3",2.57604073265998e-12,0.430284612242287,0.284,0.096,3.53278226076989e-08,"5","KLF3"
"TREX1",2.74193484399225e-12,0.336929371720249,0.315,0.11,3.76028944505097e-08,"5","TREX1"
"PRDX51",3.22788141357087e-12,0.418697664692168,0.679,0.333,4.42671657057109e-08,"5","PRDX5"
"ACTR2",3.29512143709418e-12,0.36846628437609,0.438,0.177,4.51892953883096e-08,"5","ACTR2"
"CD971",4.09780645608754e-12,0.568475042460859,0.481,0.209,5.61973177387845e-08,"5","CD97"
"SH3GLB1",4.37313448902125e-12,0.393640613343556,0.346,0.128,5.99731663824375e-08,"5","SH3GLB1"
"GLIPR11",5.77386262637055e-12,0.436045183767342,0.457,0.191,7.91827520580457e-08,"5","GLIPR1"
"PSMA4",6.84393429560269e-12,0.409812813636579,0.346,0.129,9.38577149298953e-08,"5","PSMA4"
"GNB1",7.31769228195873e-12,0.41980086542296,0.302,0.107,1.00354831954782e-07,"5","GNB1"
"LAPTM4A",8.4348071272985e-12,0.557081284606763,0.463,0.209,1.15674944943772e-07,"5","LAPTM4A"
"PARVG1",8.48088754658102e-12,0.407334772118545,0.364,0.139,1.16306891813812e-07,"5","PARVG"
"LAMTOR51",1.04387519898272e-11,0.393298641327748,0.562,0.261,1.4315704478849e-07,"5","LAMTOR5"
"TGFB11",1.06605534431039e-11,0.393292037159836,0.438,0.185,1.46198829918727e-07,"5","TGFB1"
"GNG2",1.30798275180768e-11,0.352805501320992,0.315,0.112,1.79376754582905e-07,"5","GNG2"
"DBNL",1.44306202602512e-11,0.404623659604226,0.512,0.225,1.97901526249085e-07,"5","DBNL"
"LAMTOR21",1.54748936400082e-11,0.4055518522199,0.475,0.208,2.12222691379073e-07,"5","LAMTOR2"
"TNFRSF1A",1.57450614399883e-11,0.389444756036799,0.253,0.082,2.15927772587999e-07,"5","TNFRSF1A"
"PKN1",1.64304104139465e-11,0.467858302466243,0.302,0.11,2.25326648416862e-07,"5","PKN1"
"PFKL",1.85128938969413e-11,0.352230610602649,0.278,0.095,2.53885826902653e-07,"5","PFKL"
"ARPC1A",1.86523923248208e-11,0.483990509421162,0.315,0.111,2.55798908342593e-07,"5","ARPC1A"
"POLR3K",3.15669079962404e-11,0.380890732266359,0.278,0.098,4.32908576260441e-07,"5","POLR3K"
"SLC25A61",3.40791048971542e-11,0.392202071410833,0.963,0.824,4.67360844559573e-07,"5","SLC25A6"
"EVI2B1",3.5017683083894e-11,0.415810899897568,0.623,0.308,4.80232505812523e-07,"5","EVI2B"
"MLX",3.9313060258398e-11,0.532122451965381,0.296,0.107,5.3913930838367e-07,"5","MLX"
"WAS",4.19743260604123e-11,0.382796505640801,0.469,0.205,5.75635907592495e-07,"5","WAS"
"C20orf241",4.37966988373225e-11,0.380303291762392,0.611,0.29,6.00627927855041e-07,"5","C20orf24"
"UBE2J1",4.91115359178644e-11,0.381676965373267,0.284,0.103,6.73515603577592e-07,"5","UBE2J1"
"BRK11",5.55104536991775e-11,0.541540288273805,0.833,0.535,7.6127036203052e-07,"5","BRK1"
"SPG211",5.83306744405685e-11,0.459264247927285,0.389,0.162,7.99946869277956e-07,"5","SPG21"
"MTHFS",6.14660539164624e-11,0.322743172921195,0.309,0.113,8.42945463410366e-07,"5","MTHFS"
"ATP5J21",6.91132112808018e-11,0.439313117902244,0.623,0.305,9.47818579504916e-07,"5","ATP5J2"
"RTN4",7.02558382748336e-11,0.93539950432426,0.481,0.227,9.63488566101069e-07,"5","RTN4"
"CSNK2B",7.14283633026261e-11,0.280163066095435,0.667,0.321,9.79568574332215e-07,"5","CSNK2B"
"SHKBP1",7.77716910652154e-11,0.445266669626435,0.37,0.153,1.06656097126836e-06,"5","SHKBP1"
"RTN3",7.9982315791349e-11,0.354590071958178,0.309,0.115,1.09687747876256e-06,"5","RTN3"
"ARL6IP41",8.93224103124155e-11,0.433652727202281,0.815,0.481,1.22496753502447e-06,"5","ARL6IP4"
"ETFA",9.4708422215508e-11,0.33737759741874,0.321,0.121,1.29883130226348e-06,"5","ETFA"
"DEDD2",1.10193980813298e-10,0.413382086166334,0.296,0.111,1.51120025287357e-06,"5","DEDD2"
"PPT11",1.28369941524002e-10,0.613604045491843,0.414,0.179,1.76046537806017e-06,"5","PPT1"
"CNPY31",1.32174240126759e-10,0.335545282470035,0.549,0.261,1.81263752909837e-06,"5","CNPY3"
"COX5A1",1.3314647683063e-10,0.362891172363637,0.636,0.337,1.82597078325526e-06,"5","COX5A"
"FMNL1",1.40752300465317e-10,0.3652691591913,0.463,0.206,1.93027704858135e-06,"5","FMNL1"
"MRPL27",1.45699811312629e-10,0.389556931410207,0.259,0.091,1.99812721234139e-06,"5","MRPL27"
"CD48",1.46806302769641e-10,0.320597493956491,0.944,0.683,2.01330163618285e-06,"5","CD48"
"IL10RB",1.66861286875663e-10,0.328094292312977,0.272,0.097,2.28833568821284e-06,"5","IL10RB"
"RILPL21",1.73033143444652e-10,0.269169390466226,0.42,0.176,2.37297652919996e-06,"5","RILPL2"
"TXNDC17",1.76763065725819e-10,0.28647685788741,0.278,0.1,2.42412868336389e-06,"5","TXNDC17"
"RAP1B1",1.90042432279022e-10,0.435165101223354,0.648,0.345,2.60624191627451e-06,"5","RAP1B"
"WDR1",1.93935863451629e-10,0.555354536845284,0.519,0.246,2.65963643137565e-06,"5","WDR1"
"IDH2",2.00191357468715e-10,0.902916203372524,0.395,0.17,2.74542427632596e-06,"5","IDH2"
"C7orf73",2.15378430143871e-10,0.378354233678437,0.395,0.168,2.95369979099305e-06,"5","C7orf73"
"ATP1A1",2.18433718122467e-10,0.611461637585367,0.414,0.178,2.99560001033151e-06,"5","ATP1A1"
"PPDPF",2.33341860154621e-10,0.428007533867474,0.951,0.8,3.20005027016047e-06,"5","PPDPF"
"VDAC1",2.34100507200698e-10,0.470528730435976,0.438,0.2,3.21045435575037e-06,"5","VDAC1"
"SLIRP",2.368708450608e-10,0.283174210070995,0.29,0.105,3.24844676916381e-06,"5","SLIRP"
"HCLS1",2.60956323744503e-10,0.537604370592145,0.679,0.368,3.57875502383211e-06,"5","HCLS1"
"CLTA1",3.03889895741063e-10,0.470099965772573,0.562,0.275,4.16754603019294e-06,"5","CLTA"
"ATP6V1F1",3.27500522874859e-10,0.342849203325811,0.679,0.353,4.49134217070581e-06,"5","ATP6V1F"
"PMVK",4.86420812508429e-10,0.647806934464494,0.333,0.133,6.67077502274059e-06,"5","PMVK"
"IDH3G1",5.0706728405115e-10,0.32899627452529,0.426,0.185,6.95392073347747e-06,"5","IDH3G"
"WASF21",5.30102156013878e-10,0.305789064378742,0.426,0.181,7.26982096757432e-06,"5","WASF2"
"MSRB11",5.75342558314986e-10,0.39661418923118,0.265,0.098,7.89024784473172e-06,"5","MSRB1"
"PRDX1",5.98295361931762e-10,0.741866894324331,0.562,0.288,8.20502259353219e-06,"5","PRDX1"
"PSMC3",6.38358059574386e-10,0.310547529797044,0.389,0.161,8.75444242900313e-06,"5","PSMC3"
"C7orf50",6.87424492392166e-10,0.338612283565384,0.364,0.148,9.42733948866617e-06,"5","C7orf50"
"RAB5C",7.00601677571288e-10,0.563853246952876,0.543,0.265,9.60805140621265e-06,"5","RAB5C"
"TMEM134",7.11061668504506e-10,0.322498797394201,0.302,0.116,9.7514997218708e-06,"5","TMEM134"
"PLSCR11",7.43430658190347e-10,0.492057867490317,0.321,0.129,1.01954080464224e-05,"5","PLSCR1"
"EIF6",8.36225973919192e-10,0.384683023289698,0.457,0.21,1.14680030063278e-05,"5","EIF6"
"GCA1",9.63647628952465e-10,0.891626277483118,0.302,0.12,1.32154635834541e-05,"5","GCA"
"PRR13",1.00717584331709e-09,0.409662307007391,0.759,0.467,1.38124095152505e-05,"5","PRR13"
"CORO1A",1.01563106750344e-09,0.418129987246399,0.981,0.795,1.39283644597421e-05,"5","CORO1A"
"PGAM11",1.15050781941326e-09,0.385138012604419,0.481,0.221,1.57780642354335e-05,"5","PGAM1"
"PLIN2",1.66037384930519e-09,0.317415117797893,0.272,0.101,2.27703669693714e-05,"5","PLIN2"
"ERP44",1.69197392143736e-09,0.396205550000309,0.377,0.163,2.32037303585919e-05,"5","ERP44"
"NMI",1.92131957080995e-09,0.399834203447001,0.37,0.162,2.63489765940876e-05,"5","NMI"
"C11orf312",3.19554788832474e-09,0.344143436459499,0.765,0.426,4.38237437404855e-05,"5","C11orf31"
"SERPINB61",3.36403300986409e-09,0.416821153749835,0.401,0.181,4.61343486972762e-05,"5","SERPINB6"
"ZFAND6",3.37646995834754e-09,0.311906520849536,0.358,0.152,4.63049090087781e-05,"5","ZFAND6"
"TNFRSF14",3.74837755170871e-09,0.348764370233796,0.451,0.207,5.14052497441332e-05,"5","TNFRSF14"
"CASP41",3.83245811622705e-09,0.331687055035429,0.574,0.3,5.25583306059378e-05,"5","CASP4"
"NDUFB5",3.91402899200381e-09,0.728178759481732,0.426,0.2,5.36769935963403e-05,"5","NDUFB5"
"MTPN",4.33213688602303e-09,0.361796342132916,0.296,0.12,5.94109252549198e-05,"5","MTPN"
"MT-CO21",4.36715122946366e-09,0.542322395061952,0.969,0.907,5.98911119608647e-05,"5","MT-CO2"
"LSM101",4.71909049049457e-09,0.327644696102088,0.432,0.197,6.47176069866425e-05,"5","LSM10"
"ABRACL1",5.05576835232423e-09,0.521823856476415,0.519,0.267,6.93348071837745e-05,"5","ABRACL"
"ERICH1",5.59711985679757e-09,0.409692909076098,0.272,0.105,7.67589017161219e-05,"5","ERICH1"
"ZNHIT3",5.63238116838946e-09,0.679674900034715,0.364,0.16,7.72424753432931e-05,"5","ZNHIT3"
"ATP5C1",6.17004539569474e-09,0.392144968684297,0.574,0.294,8.46160025565576e-05,"5","ATP5C1"
"MIDN",6.35453791521621e-09,0.477315242159213,0.253,0.098,8.71461329692752e-05,"5","MIDN"
"FAM32A",6.40304541562344e-09,0.360309095746474,0.309,0.132,8.78113648298598e-05,"5","FAM32A"
"MRPL231",8.08277921028736e-09,0.357458525237227,0.549,0.273,0.000110847234089881,"5","MRPL23"
"CD4",8.08406897370208e-09,0.322357644721975,0.272,0.107,0.00011086492190535,"5","CD4"
"ATP5G31",8.95747927735375e-09,0.527232158787501,0.716,0.414,0.000122842870809629,"5","ATP5G3"
"WDR83OS1",9.07371699455147e-09,0.363301993946612,0.617,0.329,0.000124436954863279,"5","WDR83OS"
"PRKCB1",9.71763825022562e-09,0.734716194602792,0.309,0.129,0.000133267690963594,"5","PRKCB"
"NR4A1",1.12068102902905e-08,0.338030928134962,0.253,0.098,0.000153690196321044,"5","NR4A1"
"NDUFB3",1.16235603840997e-08,0.276821548821673,0.309,0.129,0.000159405507107543,"5","NDUFB3"
"RER1",1.16340005221657e-08,0.261829618616312,0.444,0.212,0.000159548683160981,"5","RER1"
"EIF1",1.17785183740179e-08,0.273638063946446,1,0.983,0.000161530600981281,"5","EIF1"
"STX101",1.23957268233409e-08,0.308355060034823,0.321,0.135,0.000169994997655297,"5","STX10"
"TIMM8B",1.44428619688596e-08,0.407910865610534,0.259,0.101,0.000198069409040941,"5","TIMM8B"
"SELK",1.47456086672515e-08,0.406410495811409,0.549,0.276,0.000202221277262687,"5","SELK"
"UPP1",1.493703864849e-08,0.315129710003874,0.321,0.136,0.000204846548025392,"5","UPP1"
"MIR142",1.56510989249388e-08,0.257117106160164,0.358,0.155,0.00021463917065661,"5","MIR142"
"PSMA71",1.74129290794443e-08,0.42415795373635,0.852,0.544,0.0002388009093955,"5","PSMA7"
"STX71",1.75292560746969e-08,0.49151072836427,0.284,0.114,0.000240396217808393,"5","STX7"
"SLC25A3",1.84778574146741e-08,0.409903256249431,0.815,0.507,0.00025340533658484,"5","SLC25A3"
"SRI",2.03053908496874e-08,0.426572989024199,0.494,0.253,0.000278468130112613,"5","SRI"
"AOAH",2.21199293630599e-08,0.323195164163793,0.284,0.116,0.000303352711285004,"5","AOAH"
"PSMB4",2.22218496058267e-08,0.272986488042218,0.377,0.168,0.000304750445494308,"5","PSMB4"
"TXN2",2.36655419474825e-08,0.34195051372949,0.34,0.152,0.000324549242267775,"5","TXN2"
"EMC7",2.42477849075261e-08,0.266250232929605,0.37,0.166,0.000332534122221813,"5","EMC7"
"RAB18",2.49540605419919e-08,0.367174352669788,0.278,0.116,0.000342219986272877,"5","RAB18"
"UQCRFS11",2.54169021828816e-08,0.322530161748634,0.543,0.271,0.000348567396536038,"5","UQCRFS1"
"YWHAH",2.69717514940963e-08,0.402838226661496,0.383,0.185,0.000369890599990036,"5","YWHAH"
"UBE2A",2.78175055508872e-08,0.292170479017374,0.278,0.113,0.000381489271124867,"5","UBE2A"
"SFT2D1",3.02773762205511e-08,0.364707623122592,0.315,0.137,0.000415223937488638,"5","SFT2D1"
"MX2",3.27398704165155e-08,0.297585008342746,0.259,0.104,0.000448994582892094,"5","MX2"
"POLR2F",3.72872503316621e-08,0.255247387845784,0.37,0.164,0.000511357351048414,"5","POLR2F"
"COX6A1",3.88756994769983e-08,0.352927972912943,0.747,0.463,0.000533141342627555,"5","COX6A1"
"SSR31",3.94012846561802e-08,0.4426724717849,0.364,0.169,0.000540349217774855,"5","SSR3"
"YWHAE",4.15098200227896e-08,0.407361832171465,0.309,0.132,0.000569265671792536,"5","YWHAE"
"DYNLL11",4.67344146856854e-08,0.290689850924364,0.586,0.324,0.00064091576299949,"5","DYNLL1"
"MRPL18",5.27894821239822e-08,0.557932175602459,0.395,0.182,0.000723954957848292,"5","MRPL18"
"SP1101",5.77399804486386e-08,0.362779662231697,0.537,0.267,0.00079184609187263,"5","SP110"
"ICAM2",6.1671748328027e-08,0.407682628531842,0.457,0.226,0.000845766356570563,"5","ICAM2"
"PPCS",6.56258128811382e-08,0.324180651266354,0.383,0.178,0.000899992397851929,"5","PPCS"
"SYTL1",6.62778835689643e-08,0.378256973715233,0.346,0.158,0.000908934895264776,"5","SYTL1"
"ATP5E1",6.96603428709802e-08,0.365091520897805,0.951,0.739,0.000955321942132622,"5","ATP5E"
"LAP31",7.77366951176038e-08,0.355574965501286,0.321,0.145,0.00106608103684282,"5","LAP3"
"CCDC12",7.84423378328675e-08,0.685624855811667,0.469,0.233,0.00107575822103994,"5","CCDC12"
"SAMHD11",8.31872563722409e-08,0.312244250262227,0.463,0.229,0.00114083003388891,"5","SAMHD1"
"FAM49B",8.93984162182228e-08,0.257705501157618,0.543,0.287,0.00122600988001671,"5","FAM49B"
"ATP5EP21",1.1660663761844e-07,0.379847895109475,0.512,0.267,0.00159914342829929,"5","ATP5EP2"
"LCP11",1.16641873891483e-07,0.469891568249529,0.636,0.371,0.00159962665854779,"5","LCP1"
"PPP4C1",1.22075880761153e-07,0.338761309245335,0.531,0.276,0.00167414862875845,"5","PPP4C"
"PSMD4",1.26357632534401e-07,0.41856024688651,0.525,0.27,0.00173286857257677,"5","PSMD4"
"BST21",1.28218276833263e-07,0.410045898478542,0.747,0.43,0.00175838544849136,"5","BST2"
"UBE2B",1.32815933257527e-07,0.671970292117308,0.321,0.141,0.00182143770869372,"5","UBE2B"
"COX6A1P2",1.73362560012742e-07,0.378936569318751,0.37,0.177,0.00237749414801474,"5","COX6A1P2"
"SEPT91",1.96129047967627e-07,0.355089454691542,0.574,0.323,0.00268971376382804,"5","SEPT9"
"ARF51",1.99636430160571e-07,0.434457058356585,0.519,0.284,0.00273781400322207,"5","ARF5"
"CYTH4",2.05245883374398e-07,0.656660116620821,0.278,0.122,0.00281474204459649,"5","CYTH4"
"HERPUD11",2.0811619201659e-07,0.25748209357365,0.407,0.2,0.00285410545731551,"5","HERPUD1"
"COX7A2",2.14072850021599e-07,0.403713590052489,0.654,0.384,0.0029357950651962,"5","COX7A2"
"UQCR101",2.56798178858784e-07,0.28843498592849,0.605,0.332,0.00352173022486936,"5","UQCR10"
"FIBP1",2.57934005907609e-07,0.331664185196087,0.34,0.162,0.00353730695701695,"5","FIBP"
"CHCHD2",2.65759169764137e-07,0.343373871544981,0.92,0.7,0.00364462125414537,"5","CHCHD2"
"ZNHIT11",3.03289038036672e-07,0.286580968266869,0.5,0.261,0.00415930586763493,"5","ZNHIT1"
"PDCL3",3.69538389607574e-07,0.280372867462426,0.265,0.114,0.00506784947507827,"5","PDCL3"
"NDUFS61",3.7088506117239e-07,0.29985152314589,0.432,0.218,0.00508631772891816,"5","NDUFS6"
"NDUFB6",4.23827676883233e-07,0.613229929604344,0.278,0.122,0.00581237276077666,"5","NDUFB6"
"RP11-347P5.1",4.66438162951714e-07,0.278095621579564,0.278,0.123,0.0063967329667198,"5","RP11-347P5.1"
"PSMC2",4.95725452695352e-07,0.261995479281543,0.296,0.132,0.00679837885826405,"5","PSMC2"
"C1orf431",5.19719999262317e-07,0.381011697581698,0.42,0.215,0.00712744006988341,"5","C1orf43"
"TBCB",5.66978247916897e-07,0.453110152960831,0.537,0.292,0.00777553969193233,"5","TBCB"
"KDELR2",6.1156440501392e-07,0.269431548347359,0.346,0.168,0.0083869942503609,"5","KDELR2"
"ADAR",6.63436711905572e-07,0.557778863873479,0.346,0.17,0.00909837106707301,"5","ADAR"
"GLUD1",7.40477914893257e-07,0.431403645832381,0.272,0.12,0.0101549141248461,"5","GLUD1"
"NDUFC1",7.40909829506908e-07,0.259096442325587,0.272,0.121,0.0101608374018577,"5","NDUFC1"
"CRIP12",9.06155677523795e-07,0.334195040169662,0.599,0.355,0.0124270189615613,"5","CRIP1"
"PSENEN",9.52643338623523e-07,0.265229355356376,0.29,0.131,0.013064550745883,"5","PSENEN"
"CALM3",1.04253557399063e-06,0.495720294267081,0.605,0.348,0.0142973328617076,"5","CALM3"
"LRPAP1",1.0933645296419e-06,0.270172932187796,0.346,0.17,0.014994401159509,"5","LRPAP1"
"UBE2E3",1.19034506847326e-06,0.265078382347748,0.259,0.114,0.0163243922690423,"5","UBE2E3"
"ERCC1",1.83146086782245e-06,0.394529188703122,0.253,0.11,0.0251166543413171,"5","ERCC1"
"OSTF1",2.56862878172171e-06,0.444026956613986,0.512,0.298,0.0352261751125315,"5","OSTF1"
"GNAS1",2.59927733273788e-06,0.289095541958143,0.512,0.286,0.0356464893411673,"5","GNAS"
"COMT1",3.08682368598979e-06,0.316674687784846,0.309,0.147,0.042332700029664,"5","COMT"
"NDUFV2",3.20542600006194e-06,0.279292502375206,0.494,0.268,0.0439592121648494,"5","NDUFV2"
"LSMD11",3.24994431795229e-06,0.378871903149997,0.34,0.166,0.0445697363763977,"5","LSMD1"
"SNRPD3",3.25601414393999e-06,0.294958604127748,0.34,0.168,0.044652977969993,"5","SNRPD3"
"RNF213",3.56737283445584e-06,0.474052440999359,0.414,0.215,0.0489229510517274,"5","RNF213"
"MIEN1",3.61178161284381e-06,0.263582658077571,0.346,0.171,0.04953197303854,"5","MIEN1"
"SELT",3.62106100950951e-06,0.315650578307944,0.531,0.286,0.0496592306844134,"5","SELT"
"ZFP361",3.7762560407068e-06,0.320213365672707,0.87,0.695,0.0517875753422531,"5","ZFP36"
"TCF25",4.21395318725849e-06,0.434255407004104,0.444,0.242,0.057790154010063,"5","TCF25"
"MKRN1",4.62540865487248e-06,0.283725695431801,0.377,0.198,0.0634328542929212,"5","MKRN1"
"ENO1",4.72000932412598e-06,0.347506206432961,0.784,0.551,0.0647302078710637,"5","ENO1"
"AMICA11",5.72952861248888e-06,0.261031848222064,0.457,0.251,0.0785747553916725,"5","AMICA1"
"PSMC4",6.42516598232343e-06,0.410826643221502,0.327,0.158,0.0881147262815836,"5","PSMC4"
"NDUFS71",6.87431611532784e-06,0.345373367586065,0.494,0.28,0.094274371205606,"5","NDUFS7"
"RAB2A",6.92658002342691e-06,0.338417262551004,0.321,0.16,0.0949911184412767,"5","RAB2A"
"SAP18",7.44909642880111e-06,0.303437784874119,0.735,0.462,0.102156908424578,"5","SAP18"
"ICAM3",7.67213806406204e-06,0.29796701050303,0.667,0.407,0.105215701410547,"5","ICAM3"
"PSMB2",7.90695279056592e-06,0.289287440674301,0.389,0.206,0.108435950569821,"5","PSMB2"
"ATP6V0E1",8.03165677384845e-06,0.333117721810057,0.833,0.547,0.110146140996558,"5","ATP6V0E1"
"CHMP2A1",8.50444329315805e-06,0.309982355348821,0.451,0.252,0.116629935322369,"5","CHMP2A"
"ATP6AP2",9.33916374405682e-06,0.315107308017976,0.438,0.241,0.128077291585995,"5","ATP6AP2"
"NDUFA4",1.1177200117449e-05,0.266624846560967,0.735,0.514,0.153284122410696,"5","NDUFA4"
"DECR1",1.14540698428382e-05,0.27416666585605,0.34,0.176,0.157081113824683,"5","DECR1"
"AHNAK1",1.41595157414887e-05,0.358779573807611,0.475,0.262,0.194183598878776,"5","AHNAK"
"RBCK1",1.54265685040551e-05,0.396295279274778,0.377,0.197,0.211559960464611,"5","RBCK1"
"PTGES31",1.78895721617865e-05,0.316276273368383,0.586,0.397,0.245337592626739,"5","PTGES3"
"RALY",2.8236777377571e-05,0.428352372582228,0.407,0.216,0.387239164956008,"5","RALY"
"SNX17",2.9779155711925e-05,0.510116909177266,0.383,0.208,0.40839134143334,"5","SNX17"
"DCTN3",4.47150870251968e-05,0.449009715087112,0.407,0.222,0.613222703463549,"5","DCTN3"
"LCP2",4.5971184818664e-05,0.281587850982544,0.259,0.126,0.630448828603158,"5","LCP2"
"ARL4A",4.77348222041276e-05,0.250005457865581,0.278,0.146,0.654635351707406,"5","ARL4A"
"GPX41",6.54634313392098e-05,0.282202460591814,0.747,0.531,0.897765497385923,"5","GPX4"
"ATRAID",7.36743632156969e-05,0.3306365107792,0.469,0.265,1,"5","ATRAID"
"GRK6",8.03479401191295e-05,0.273037652419692,0.333,0.18,1,"5","GRK6"
"UBC1",0.000103940427594281,0.275440330379126,0.963,0.846,1,"5","UBC"
"LDHA1",0.000114815599415631,0.370756240363735,0.722,0.478,1,"5","LDHA"
"C19orf70",0.000145719862523932,0.271073708602831,0.37,0.214,1,"5","C19orf70"
"CHMP1B1",0.000277227790248842,0.359738464880069,0.438,0.25,1,"5","CHMP1B"
"MYL12B2",0.000277883809441024,0.353087945162826,0.901,0.688,1,"5","MYL12B"
"DNAJC15",0.000487044371528967,1.927372433486,0.253,0.138,1,"5","DNAJC15"
"NDUFA111",0.000655718795972228,0.295561147513964,0.63,0.399,1,"5","NDUFA11"
"APBB1IP",0.00108851902375214,0.285989316563565,0.278,0.156,1,"5","APBB1IP"
"COPE1",0.00108988659102502,0.30627183870565,0.66,0.423,1,"5","COPE"
"UBXN1",0.00136475954298343,0.338342574363015,0.747,0.496,1,"5","UBXN1"
"SIVA1",0.00168184223134187,0.46801560132875,0.358,0.214,1,"5","SIVA1"
"YPEL5",0.00170284354285603,0.454529032141615,0.519,0.326,1,"5","YPEL5"
"SMIM7",0.00207588467378533,0.559545818294416,0.272,0.155,1,"5","SMIM7"
"NCL",0.00246344811488999,0.272374037549328,0.383,0.23,1,"5","NCL"
"SOD12",0.002662798018846,0.328861213793356,0.673,0.502,1,"5","SOD1"
"CCT7",0.00281114844263185,0.358766789056616,0.309,0.188,1,"5","CCT7"
"C1orf63",0.00310938757839441,0.458457016571336,0.296,0.173,1,"5","C1orf63"
"GZMB1",7.94998096326412e-269,4.82758624677018,0.961,0.068,1.09026038930204e-264,"6","GZMB"
"FGFBP21",3.40797594255188e-237,4.05315165378465,0.877,0.062,4.67369820761565e-233,"6","FGFBP2"
"SPON2",4.16343537044754e-219,3.30235167623978,0.729,0.039,5.70973526703175e-215,"6","SPON2"
"PRF11",4.84802563730618e-206,4.00186400233048,0.948,0.107,6.6485823590017e-202,"6","PRF1"
"GNLY1",3.13228050431234e-191,5.32339991188541,0.961,0.131,4.29560948361394e-187,"6","GNLY"
"AKR1C3",8.09702950288425e-179,2.33754173048149,0.471,0.013,1.11042662602555e-174,"6","AKR1C3"
"XCL2",6.28679829335387e-175,2.45404583076911,0.535,0.022,8.6217151795055e-171,"6","XCL2"
"CLIC3",5.40251219940202e-169,2.73823959804502,0.568,0.029,7.40900523025993e-165,"6","CLIC3"
"CST71",4.20518104954955e-155,3.25285386815554,0.948,0.149,5.76698529135225e-151,"6","CST7"
"KLRD1",3.06095480093114e-154,2.28223466282749,0.542,0.03,4.19779341399696e-150,"6","KLRD1"
"GZMA1",5.92757491269507e-149,3.13325740447429,0.929,0.152,8.12907623527002e-145,"6","GZMA"
"NKG71",6.08814672982103e-140,4.03544265268252,1,0.255,8.34928442527656e-136,"6","NKG7"
"CCL41",5.28523622784187e-138,3.58789240044053,0.71,0.077,7.24817296286233e-134,"6","CCL4"
"TTC38",3.06276330386154e-136,2.09699587891445,0.458,0.023,4.20027359491572e-132,"6","TTC38"
"PRSS23",4.30485240588319e-132,1.82212362058968,0.4,0.015,5.90367458942821e-128,"6","PRSS23"
"XCL1",1.43180729630688e-125,1.79922696454457,0.361,0.012,1.96358052615525e-121,"6","XCL1"
"CTSW1",8.84965769190298e-125,2.91090000176107,0.987,0.257,1.21364205586757e-120,"6","CTSW"
"SH2D1B",5.38242737290126e-112,1.45883055995189,0.29,0.007,7.38146089919679e-108,"6","SH2D1B"
"FCGR3A1",7.19568958084806e-111,2.24947209065958,0.839,0.145,9.86816869117503e-107,"6","FCGR3A"
"IGFBP7",3.67318746047016e-109,2.91120908076091,0.548,0.058,5.03740928328878e-105,"6","IGFBP7"
"GZMH1",2.83528991331699e-108,2.31044020722178,0.619,0.068,3.88831658712292e-104,"6","GZMH"
